node_id,x,y,z
3410,1757.99,1050.49,255.547
3411,1760.14,1048.87,255.468
3412,1762.3,1047.24,255.318
3413,1764.48,1045.61,255.162
3414,1766.67,1043.96,254.984
3415,1768.87,1042.3,254.776
3416,1742.04,1031.2,252.254
3417,1744.26,1029.53,252.187
3418,1746.49,1027.84,252.087
3419,1748.75,1026.16,251.904
3420,1751.01,1024.46,251.738
3421,1753.28,1022.75,251.548
3422,1755.57,1021.02,251.33
3423,1623.61,901.309,230.974
3424,1639.86,889.085,231.407
3425,1637.11,891.151,231.418
3426,1780.66,1098.5,262.402
3427,1782.61,1097.04,262.426
3428,1675.65,924.729,236.637
3429,1673.01,926.709,236.729
3430,1785.36,1063.67,258.241
3431,1656.51,907.841,234.029
3432,1653.83,909.86,234.07
3433,1638.06,921.725,233.654
3434,1635.48,923.663,233.483
3435,1800.64,1083.48,261.441
3436,1693.58,1005.09,245.233
3437,1650.0,944.021,236.269
3438,1708.1,1025.45,248.424
3439,1679.05,984.736,242.141
3440,1664.53,964.378,239.154
3441,1626.28,899.301,231.128
3442,1611.91,878.826,228.554
3443,1640.65,919.776,233.801
3444,1743.27,1061.55,255.429
3445,1728.98,1041.02,252.141
3446,1774.9,1102.84,262.134
3447,1745.34,1060.01,255.446
3448,1731.13,1039.41,252.15
3449,1760.69,1082.25,258.968
3450,1776.81,1101.41,262.23
3451,1762.68,1080.76,259.052
3452,1747.42,1058.45,255.514
3453,1733.29,1037.8,252.203
3454,1778.73,1099.96,262.35
3455,1764.68,1079.24,259.164
3456,1749.51,1056.87,255.601
3457,1735.46,1036.16,252.294
3458,1651.16,911.866,234.08
3459,1766.7,1077.73,259.196
3460,1751.61,1055.29,255.628
3461,1678.29,922.732,236.52
3462,1787.51,1062.07,258.038
3463,1652.5,942.141,236.435
3464,1666.95,962.558,239.317
3465,1681.4,982.974,242.303
3466,1695.84,1003.39,245.402
3467,1710.29,1023.81,248.604
3468,1720.79,953.338,241.223
3469,1733.92,974.743,244.294
3470,1747.05,996.146,247.482
3471,1718.21,955.266,241.471
3472,1670.4,928.678,236.794
3473,1691.93,943.756,239.392
3474,1689.37,945.689,239.509
3475,1694.52,941.818,239.228
3476,1697.11,939.863,239.053
3477,1699.72,937.9,238.858
3478,1712.49,1022.15,248.761
3479,1714.69,1020.48,248.861
3480,1716.92,1018.82,248.878
3481,1719.16,1017.14,248.921
3482,1721.41,1015.44,249.015
3483,1771.09,1040.63,254.503
3484,1773.32,1038.95,254.282
3485,1655.01,940.252,236.575
3486,1657.54,938.35,236.681
3487,1660.08,936.439,236.748
3488,1662.64,934.518,236.79
3489,1665.21,932.581,236.839
3490,1667.8,930.634,236.833
3491,1737.64,1034.52,252.309
3492,1723.67,1013.74,249.015
3493,1768.72,1076.2,259.206
3494,1753.72,1053.7,255.629
3495,1739.84,1032.86,252.295
3496,1725.95,1012.03,248.986
3497,1728.24,1010.3,248.929
3498,1730.54,1008.57,248.847
3499,1732.85,1006.82,248.737
3500,1735.19,1005.07,248.542
3501,1737.53,1003.31,248.374
3502,1757.87,1019.29,251.064
3503,1760.19,1017.55,250.827
3504,1715.66,957.198,241.71
3505,1744.65,997.953,247.745
3506,1731.43,976.614,244.552
3507,1707.36,994.726,245.799
3508,1709.7,992.962,245.787
3509,1712.06,991.189,245.747
3510,1714.43,989.404,245.681
3511,1716.82,987.61,245.593
3512,1719.21,985.8,245.476
3513,1721.63,983.988,245.306
3514,1724.06,982.161,245.15
3515,1686.82,947.607,239.596
3516,1684.29,949.515,239.655
3517,1739.89,1001.54,248.187
3518,1742.27,999.749,247.977
3519,1693.31,974.011,242.681
3520,1695.73,972.186,242.666
3521,1698.17,970.352,242.622
3522,1700.63,968.506,242.557
3523,1703.09,966.649,242.474
3524,1705.58,964.781,242.363
3525,1708.07,962.903,242.22
3526,1728.96,978.475,244.779
3527,1698.12,1001.68,245.545
3528,1683.75,981.202,242.433
3529,1669.38,960.727,239.452
3530,1700.41,999.953,245.64
3531,1686.12,979.421,242.53
3532,1671.83,958.885,239.553
3533,1702.71,998.222,245.691
3534,1688.5,977.628,242.604
3535,1674.29,957.033,239.622
3536,1676.77,955.171,239.663
3537,1705.03,996.485,245.731
3538,1690.9,975.827,242.644
3539,1679.26,953.296,239.696
3540,1710.59,961.012,242.055
3541,1726.5,980.323,244.973
3542,1713.11,959.111,241.867
3543,1681.76,951.411,239.69
3544,1427.88,454.143,192.938
3545,1432.86,450.4,192.086
3546,1440.84,475.678,194.421
3547,1445.71,472.014,193.633
3548,1453.81,497.217,195.977
3549,1458.57,493.629,195.304
3550,1466.77,518.753,197.59
3551,1471.42,515.243,197.011
3552,1479.73,540.285,199.246
3553,1484.28,536.856,198.661
3554,1492.69,561.815,200.932
3555,1497.13,558.469,200.296
3556,1505.65,583.349,202.633
3557,1509.99,580.084,201.989
3558,1518.61,604.882,204.349
3559,1522.84,601.697,203.723
3560,1531.57,626.418,206.093
3561,1535.7,623.309,205.486
3562,1544.53,647.952,207.875
3563,1548.56,644.921,207.292
3564,1557.49,669.487,209.701
3565,1561.41,666.534,209.151
3566,1570.45,691.022,211.579
3567,1574.27,688.147,211.064
3568,1583.41,712.556,213.513
3569,1587.13,709.759,213.019
3570,1596.37,734.09,215.508
3571,1599.98,731.373,215.022
3572,1609.33,755.623,217.57
3573,1612.84,752.986,217.09
3574,1622.29,777.158,219.704
3575,1625.69,774.599,219.241
3576,1635.26,798.692,221.913
3577,1638.55,796.212,221.471
3578,1658.09,829.064,224.997
3579,1651.4,817.823,223.804
3580,1648.22,820.226,224.195
3581,1645.09,822.577,224.561
3582,1641.98,824.914,224.88
3583,1638.9,827.237,225.161
3584,1635.83,829.547,225.41
3585,1632.78,831.842,225.628
3586,1629.74,834.123,225.818
3587,1610.09,817.624,223.865
3588,1613.17,815.306,223.734
3589,1607.03,819.927,223.968
3590,1603.99,822.217,224.042
3591,1600.96,824.493,224.088
3592,1597.95,826.756,224.105
3593,1594.96,829.006,224.09
3594,1591.99,831.244,224.074
3595,1565.82,819.644,221.222
3596,1568.81,817.4,221.424
3597,1562.86,821.875,220.982
3598,1559.91,824.094,220.694
3599,1556.91,826.213,220.348
3600,1554.21,828.384,219.982
3601,1542.3,806.059,218.099
3602,1539.44,808.209,217.708
3603,1527.62,785.818,215.928
3604,1524.67,788.034,215.519
3605,1512.94,765.576,213.855
3606,1509.9,767.861,213.425
3607,1498.26,745.335,211.886
3608,1495.13,747.686,211.439
3609,1483.58,725.094,210.019
3610,1480.36,727.511,209.566
3611,1468.9,704.853,208.246
3612,1465.6,707.336,207.786
3613,1454.22,684.612,206.555
3614,1450.83,687.161,206.081
3615,1439.54,664.371,204.938
3616,1436.06,666.987,204.444
3617,1424.86,644.13,203.383
3618,1421.3,646.812,202.874
3619,1410.18,623.889,201.888
3620,1406.53,626.637,201.366
3621,1395.5,603.648,200.461
3622,1391.76,606.463,199.924
3623,1380.82,583.407,199.116
3624,1376.99,586.287,198.563
3625,1366.14,563.166,197.865
3626,1362.23,566.111,197.303
3627,1351.46,542.924,196.713
3628,1347.46,545.936,196.151
3629,1336.78,522.683,195.667
3630,1332.69,525.761,195.101
3631,1322.1,502.443,194.72
3632,1317.92,505.588,194.147
3633,1307.42,482.201,193.865
3634,1303.15,485.414,193.291
3635,1292.74,461.96,193.098
3636,1288.38,465.24,192.526
3637,1278.06,441.719,192.422
3638,1273.62,445.066,191.841
3639,1545.31,803.795,218.452
3640,1548.33,801.518,218.752
3641,1551.38,799.228,219.007
3642,1297.06,458.709,193.575
3643,1301.41,455.44,193.958
3644,1364.56,439.217,194.815
3645,1360.01,442.641,195.124
3646,1355.48,446.045,195.367
3647,1315.94,475.798,194.738
3648,1311.67,479.008,194.356
3649,1593.31,798.967,221.786
3650,1596.45,796.601,221.69
3651,1599.61,794.221,221.564
3652,1616.27,812.975,223.575
3653,1530.7,783.496,216.297
3654,1533.81,781.16,216.612
3655,1536.93,778.812,216.881
3656,1378.2,460.24,195.916
3657,1373.73,463.601,196.196
3658,1382.69,456.858,195.576
3659,1387.21,453.456,195.171
3660,1391.76,450.034,194.706
3661,1396.34,446.591,194.187
3662,1400.94,443.127,193.601
3663,1625.68,805.898,222.929
3664,1628.85,803.511,222.627
3665,1632.04,801.108,222.294
3666,1554.44,796.924,219.223
3667,1540.07,776.449,217.111
3668,1557.52,794.608,219.402
3669,1543.23,774.073,217.304
3670,1560.61,792.278,219.542
3671,1546.4,771.683,217.462
3672,1574.82,812.872,221.717
3673,1577.86,810.588,221.807
3674,1582.21,823.581,222.875
3675,1563.73,789.934,219.65
3676,1549.6,769.28,217.583
3677,1580.91,808.291,221.867
3678,1552.81,766.861,217.668
3679,1566.86,787.576,219.723
3680,1583.98,805.981,221.894
3681,1570.01,785.204,219.762
3682,1556.05,764.428,217.718
3683,1587.07,803.656,221.889
3684,1573.18,782.819,219.768
3685,1559.3,761.983,217.734
3686,1590.18,801.319,221.853
3687,1576.37,780.42,219.741
3688,1562.57,759.521,217.715
3689,1579.58,778.006,219.682
3690,1565.86,757.046,217.663
3691,1350.98,449.427,195.548
3692,1619.39,810.631,223.388
3693,1622.52,808.271,223.17
3694,1405.58,439.643,192.971
3695,1605.95,758.17,217.986
3696,1592.9,736.701,215.948
3697,1579.85,715.233,213.978
3698,1566.81,693.764,212.067
3699,1553.76,672.295,210.2
3700,1540.71,650.826,208.376
3701,1527.66,629.357,206.598
3702,1514.61,607.888,204.867
3703,1501.57,586.419,203.177
3704,1488.52,564.95,201.52
3705,1475.47,543.481,199.873
3706,1449.38,500.543,196.662
3707,1436.33,479.074,195.129
3708,1423.28,457.605,193.664
3709,1619.0,779.639,220.1
3710,1462.42,522.012,198.249
3711,1326.27,499.307,195.226
3712,1340.87,519.606,196.186
3713,1355.47,539.905,197.235
3714,1370.08,560.204,198.374
3715,1384.68,580.503,199.604
3716,1399.28,600.803,200.924
3717,1413.88,621.103,202.334
3718,1428.49,641.401,203.825
3719,1443.09,661.7,205.374
3720,1457.69,681.999,206.988
3721,1472.29,702.298,208.674
3722,1486.89,722.597,210.44
3723,1501.5,742.897,212.293
3724,1516.1,763.197,214.243
3725,1305.78,452.152,194.268
3726,1320.23,472.568,195.053
3727,1369.29,466.943,196.409
3728,1569.17,754.557,217.578
3729,1582.81,775.579,219.592
3730,1572.5,752.051,217.459
3731,1586.06,773.136,219.47
3732,1575.85,749.53,217.306
3733,1589.32,770.679,219.317
3734,1602.79,791.826,221.408
3735,1314.6,445.518,194.686
3736,1319.05,442.172,194.801
3737,1310.18,448.844,194.51
3738,1346.51,452.792,195.663
3739,1342.07,456.136,195.714
3740,1337.65,459.461,195.7
3741,1333.26,462.767,195.627
3742,1328.89,466.053,195.495
3743,1324.54,469.319,195.305
3744,1606.0,789.419,221.221
3745,1609.22,786.998,221.0
3746,1612.46,784.559,220.765
3747,1615.72,782.106,220.444
3748,1519.28,760.802,214.573
3749,1522.48,758.395,214.852
3750,1525.7,755.974,215.092
3751,1528.94,753.539,215.296
3752,1532.19,751.089,215.48
3753,1535.47,748.624,215.613
3754,1538.76,746.146,215.708
3755,1542.08,743.653,215.767
3756,1545.41,741.146,215.79
3757,1548.76,738.623,215.777
3758,1552.14,736.086,215.73
3759,1387.45,484.562,197.349
3760,1383.09,487.84,197.531
3761,1418.71,461.045,194.334
3762,1504.76,740.445,212.632
3763,1508.03,737.978,212.919
3764,1511.33,735.499,213.166
3765,1514.65,733.006,213.379
3766,1517.98,730.494,213.596
3767,1521.34,727.97,213.737
3768,1524.71,725.431,213.841
3769,1528.11,722.878,213.906
3770,1531.52,720.309,213.934
3771,1534.96,717.725,213.924
3772,1538.41,715.125,213.877
3773,1338.91,489.795,196.184
3774,1334.67,492.984,195.923
3775,1343.18,486.587,196.388
3776,1347.47,483.361,196.537
3777,1351.78,480.116,196.631
3778,1356.12,476.851,196.675
3779,1360.48,473.568,196.649
3780,1364.87,470.264,196.561
3781,1431.84,482.449,195.782
3782,1602.58,760.701,218.339
3783,1589.45,739.299,216.311
3784,1576.31,717.894,214.354
3785,1563.18,696.49,212.457
3786,1550.05,675.087,210.608
3787,1536.91,653.683,208.802
3788,1523.78,632.279,207.039
3789,1510.65,610.874,205.319
3790,1497.51,589.471,203.646
3791,1484.38,568.066,202.023
3792,1599.24,763.219,218.679
3793,1330.46,496.156,195.605
3794,1555.53,733.533,215.647
3795,1558.94,730.966,215.529
3796,1562.37,728.382,215.375
3797,1344.98,516.512,196.561
3798,1391.84,481.262,197.104
3799,1396.25,477.943,196.797
3800,1400.69,474.604,196.43
3801,1405.15,471.245,195.998
3802,1409.64,467.865,195.513
3803,1414.16,464.466,194.943
3804,1541.89,712.511,213.794
3805,1545.38,709.88,213.673
3806,1548.9,707.234,213.514
3807,1586.02,741.88,216.657
3808,1422.95,489.14,196.916
3809,1418.54,492.456,197.362
3810,1414.16,495.752,197.755
3811,1409.81,499.028,198.085
3812,1405.48,502.285,198.357
3813,1401.18,505.522,198.567
3814,1490.23,720.087,210.783
3815,1475.71,699.73,209.027
3816,1461.18,679.372,207.347
3817,1432.13,638.658,204.196
3818,1417.61,618.3,202.718
3819,1446.66,659.015,205.738
3820,1403.08,597.942,201.3
3821,1378.76,491.102,197.651
3822,1592.61,768.207,219.13
3823,1579.22,746.996,217.118
3824,1565.83,725.784,215.183
3825,1552.44,704.572,213.317
3826,1595.91,765.723,218.907
3827,1582.61,744.447,216.891
3828,1569.3,723.172,214.95
3829,1556.0,701.896,213.076
3830,1572.8,720.54,214.702
3831,1559.58,699.201,212.803
3832,1546.36,677.861,210.962
3833,1533.14,656.522,209.173
3834,1519.92,635.182,207.433
3835,1506.7,613.843,205.745
3836,1493.48,592.503,204.107
3837,1480.26,571.164,202.513
3838,1427.38,485.806,196.375
3839,1471.24,546.659,200.431
3840,1458.11,525.254,198.85
3841,1444.98,503.853,197.294
3842,1388.56,577.585,199.976
3843,1374.03,557.227,198.745
3844,1359.51,536.87,197.607
3845,1349.12,513.402,196.881
3846,1363.57,533.817,197.928
3847,1378.01,554.233,199.068
3848,1392.46,574.65,200.305
3849,1406.91,595.065,201.635
3850,1421.35,615.481,203.044
3851,1435.8,635.897,204.514
3852,1450.25,656.313,206.047
3853,1464.69,676.729,207.648
3854,1479.14,697.145,209.323
3855,1493.59,717.562,211.078
3856,1396.9,508.74,198.716
3857,1496.96,715.023,211.329
3858,1500.36,712.473,211.547
3859,1503.77,709.9,211.799
3860,1507.21,707.315,211.947
3861,1510.66,704.716,212.056
3862,1514.14,702.101,212.125
3863,1517.63,699.472,212.153
3864,1521.15,696.826,212.143
3865,1524.69,694.165,212.096
3866,1535.43,686.086,211.716
3867,1539.05,683.361,211.511
3868,1542.69,680.619,211.258
3869,1392.65,511.939,198.807
3870,1482.6,694.548,209.575
3871,1486.07,691.939,209.797
3872,1489.56,689.305,210.075
3873,1493.08,686.662,210.226
3874,1496.61,684.001,210.338
3875,1500.17,681.326,210.408
3876,1503.75,678.635,210.437
3877,1507.35,675.928,210.425
3878,1510.96,673.205,210.374
3879,1521.95,664.938,209.972
3880,1525.66,662.149,209.753
3881,1529.39,659.345,209.488
3882,1353.28,510.27,197.149
3883,1357.47,507.122,197.367
3884,1361.68,503.955,197.53
3885,1365.91,500.771,197.643
3886,1370.17,497.566,197.714
3887,1374.45,494.344,197.712
3888,1410.71,529.64,199.954
3889,1406.53,532.776,200.024
3890,1414.9,526.483,199.831
3891,1489.47,595.52,204.434
3892,1476.17,574.243,202.844
3893,1528.25,691.488,212.009
3894,1531.83,688.795,211.883
3895,1440.6,507.145,197.881
3896,1436.25,510.416,198.363
3897,1514.61,670.466,210.281
3898,1518.27,667.71,210.148
3899,1467.04,549.824,200.95
3900,1453.82,528.484,199.409
3901,1419.12,523.308,199.651
3902,1423.37,520.113,199.421
3903,1427.64,516.901,199.124
3904,1431.93,513.66,198.771
3905,1468.23,674.073,207.901
3906,1453.86,653.597,206.302
3907,1439.49,633.122,204.773
3908,1425.12,612.647,203.312
3909,1410.75,592.172,201.914
3910,1367.65,530.746,198.202
3911,1396.39,571.696,200.584
3912,1382.02,551.221,199.347
3913,1471.78,671.405,208.125
3914,1457.49,650.869,206.528
3915,1443.2,630.333,205.003
3916,1428.91,609.796,203.545
3917,1400.33,568.726,200.826
3918,1386.04,548.191,199.586
3919,1371.76,527.657,198.433
3920,1414.62,589.261,202.151
3921,1475.35,668.711,208.411
3922,1461.14,648.116,206.801
3923,1432.72,606.928,203.76
3924,1418.51,586.333,202.349
3925,1390.1,545.144,199.772
3926,1375.89,524.55,198.609
3927,1446.93,627.522,205.248
3928,1404.31,565.739,201.019
3929,1478.95,666.006,208.564
3930,1464.82,645.352,206.956
3931,1450.69,624.697,205.404
3932,1436.56,604.043,203.912
3933,1422.43,583.389,202.494
3934,1394.17,542.08,199.906
3935,1380.04,521.425,198.734
3936,1408.3,562.734,201.159
3937,1482.56,663.286,208.677
3938,1454.47,621.856,205.509
3939,1440.42,601.141,204.015
3940,1426.37,580.426,202.594
3941,1398.27,538.996,200.006
3942,1384.22,518.281,198.826
3943,1468.51,642.571,207.066
3944,1412.32,559.711,201.256
3945,1486.2,660.55,208.748
3946,1472.23,639.774,207.135
3947,1458.26,618.999,205.575
3948,1444.3,598.223,204.077
3949,1430.33,577.447,202.65
3950,1402.39,535.896,200.042
3951,1388.42,515.12,198.845
3952,1416.36,556.67,201.303
3953,1489.86,657.798,208.775
3954,1475.97,636.961,207.16
3955,1462.08,616.124,205.596
3956,1448.2,595.287,204.092
3957,1434.31,574.45,202.657
3958,1420.42,553.613,201.301
3959,1493.54,655.029,208.76
3960,1479.73,634.131,207.141
3961,1465.93,613.232,205.571
3962,1452.12,592.334,204.06
3963,1438.32,571.436,202.616
3964,1424.51,550.538,201.248
3965,1497.24,652.244,208.705
3966,1483.52,631.284,207.078
3967,1469.79,610.324,205.502
3968,1442.35,568.403,202.527
3969,1456.07,589.364,203.982
3970,1428.62,547.443,201.145
3971,1485.49,598.515,204.747
3972,1472.1,577.303,203.173
3973,1516.08,638.069,207.76
3974,1502.78,616.794,206.075
3975,1432.76,544.33,200.988
3976,1446.4,565.353,202.388
3977,1460.04,586.375,203.855
3978,1473.68,607.398,205.385
3979,1487.32,628.42,206.97
3980,1500.96,649.443,208.605
3981,1436.92,541.199,200.78
3982,1450.48,562.284,202.198
3983,1464.04,583.369,203.679
3984,1477.6,604.454,205.221
3985,1491.15,625.539,206.817
3986,1504.71,646.625,208.463
3987,1441.11,538.049,200.516
3988,1454.58,559.198,201.953
3989,1468.06,580.345,203.452
3990,1481.53,601.493,205.009
3991,1495.0,622.641,206.618
3992,1508.48,643.79,208.274
3993,1512.27,640.938,208.04
3994,1498.88,619.726,206.371
3995,1458.71,556.091,201.656
3996,1462.86,552.969,201.308
3997,1445.32,534.88,200.199
3998,1449.56,531.692,199.824
3999,1249.7,400.492,191.648
4000,1244.6,404.329,190.995
4001,1235.77,379.687,191.451
4002,1230.36,383.755,190.78
4004,1049.1,107.768,193.047
4006,1048.94,83.7681,192.657
4008,1049.03,59.7673,191.348
4010,1049.1,35.7659,189.255
4033,1312.43,11.7619,149.697
4035,1312.51,35.7648,153.504
4037,1312.59,59.767,157.286
4039,1312.68,83.7691,161.047
4040,1313.08,107.772,164.746
4042,1368.16,280.086,180.386
4043,1359.17,286.826,182.492
4044,1376.85,304.826,182.37
4045,1368.33,311.233,184.138
4046,1385.55,329.575,184.258
4047,1377.49,335.625,185.777
4048,1394.24,354.327,186.054
4049,1386.64,360.025,187.392
4050,1402.91,379.075,187.734
4051,1395.8,384.427,188.9
4052,1404.95,408.825,190.278
4053,1420.16,428.671,190.642
4054,1414.92,432.61,191.54
4055,1410.23,436.136,192.284
4056,1394.02,417.052,191.764
4057,1399.44,412.97,191.056
4058,1388.68,421.068,192.402
4059,1383.43,425.018,192.983
4060,1378.37,428.822,193.513
4061,1373.74,432.308,194.007
4062,1369.14,435.773,194.441
4063,1352.07,417.322,193.859
4064,1357.24,413.433,193.469
4065,1346.99,421.15,194.18
4066,1341.97,424.92,194.434
4067,1337.1,428.592,194.622
4068,1332.54,432.017,194.762
4069,1300.51,424.832,193.99
4070,1295.81,428.37,193.796
4071,1291.33,431.735,193.566
4072,1286.89,435.082,193.269
4073,1340.92,394.43,192.999
4074,1346.32,390.365,192.552
4075,1335.6,398.435,193.371
4076,1330.35,402.376,193.672
4077,1325.19,406.262,193.904
4078,1320.11,410.086,194.061
4079,1315.11,413.851,194.161
4080,1384.34,393.05,190.568
4081,1390.02,388.773,189.775
4082,1378.74,397.256,191.281
4083,1373.24,401.399,191.928
4084,1367.82,405.473,192.507
4085,1362.49,409.486,193.021
4086,1254.55,396.841,192.149
4087,1329.76,371.539,192.15
4088,1335.4,367.295,191.631
4089,1324.21,375.719,192.591
4090,1318.74,379.833,192.959
4091,1313.35,383.888,193.243
4092,1308.04,387.88,193.458
4093,1302.81,391.814,193.593
4094,1297.66,395.689,193.658
4095,1292.59,399.508,193.639
4096,1287.58,403.272,193.557
4097,1282.65,406.981,193.399
4098,1277.8,410.637,193.154
4099,1273.01,414.24,192.829
4100,1240.81,375.89,191.945
4191,1245.93,372.039,192.351
4192,1259.47,393.139,192.558
4193,1251.12,368.132,192.612
4194,1264.46,389.384,192.852
4195,1256.39,364.169,192.801
4196,1269.52,385.575,193.066
4197,1261.73,360.15,192.89
4198,1274.66,381.711,193.191
4199,1267.15,356.07,192.893
4200,1279.87,377.789,193.235
4201,1272.66,351.932,192.85
4202,1285.16,373.811,193.225
4203,1278.24,347.731,192.673
4204,1290.53,369.772,193.107
4205,1283.91,343.468,192.41
4206,1295.97,365.674,192.912
4207,1341.13,362.984,191.043
4208,1351.81,386.234,192.043
4209,1346.95,358.605,190.387
4210,1357.39,382.039,191.467
4211,1352.86,354.156,189.639
4212,1363.05,377.776,190.813
4213,1352.34,291.973,183.844
4214,1361.76,316.175,185.367
4215,1371.18,340.376,186.882
4216,1380.6,364.575,188.373
4217,1289.66,339.14,192.054
4218,1301.5,361.512,192.634
4219,1295.5,334.747,191.612
4220,1307.12,357.29,192.274
4221,1301.43,330.285,191.084
4222,1312.82,353.001,191.832
4223,1358.87,349.635,188.803
4224,1368.81,373.448,190.078
4225,1364.98,345.043,187.895
4226,1374.66,369.047,189.263
4227,1348.94,325.827,187.467
4228,1355.3,321.041,186.518
4229,1342.68,330.537,188.412
4230,1336.52,335.17,189.267
4231,1330.45,339.734,190.029
4232,1324.48,344.225,190.702
4233,1318.61,348.648,191.309
4234,1319.77,316.483,189.04
4235,1326.08,311.737,188.106
4236,1313.56,321.154,189.773
4237,1307.45,325.756,190.468
4238,1332.49,306.915,187.134
4239,1339.0,302.016,186.075
4240,1345.61,297.028,185.12
4241,1571.66,846.543,209.068
4242,1568.97,848.561,209.593
4243,1586.34,866.785,211.836
4244,1583.74,868.739,212.361
4245,1601.01,887.023,214.729
4246,1598.51,888.911,215.27
4247,1615.69,907.264,217.738
4248,1613.28,909.083,218.288
4249,1630.37,927.504,220.853
4250,1628.05,929.257,221.382
4251,1645.05,947.744,224.068
4252,1642.81,949.434,224.558
4253,1659.73,967.986,227.373
4254,1657.58,969.61,227.825
4255,1674.41,988.228,230.77
4256,1672.34,989.789,231.196
4257,1689.09,1008.47,234.271
4258,1687.11,1009.96,234.672
4259,1703.77,1028.71,237.868
4260,1701.89,1030.13,238.24
4261,1718.45,1048.95,241.532
4262,1716.67,1050.3,241.884
4263,1733.13,1069.19,245.228
4264,1731.44,1070.46,245.565
4265,1748.98,1091.05,249.195
4266,1747.39,1092.25,249.519
4267,1763.66,1111.3,252.791
4268,1762.15,1112.43,253.105
4269,1778.34,1131.54,256.287
4270,1776.92,1132.61,256.598
4271,1791.85,1150.16,259.391
4272,1793.55,1148.88,259.019
4273,1795.25,1147.6,258.685
4274,1796.97,1146.3,258.389
4275,1798.7,1145.01,258.129
4276,1800.43,1143.7,257.909
4277,1802.18,1142.38,257.723
4301,1834.87,1147.83,260.966
4302,1836.66,1146.48,261.185
4303,1838.47,1145.12,261.415
4304,1840.28,1143.75,261.667
4305,1842.11,1142.38,261.936
4306,1843.73,1141.16,262.193
4307,1817.75,1101.9,255.411
4308,1819.56,1100.52,255.698
4309,1804.79,1080.37,251.643
4310,1806.7,1078.91,251.931
4311,1791.83,1058.83,247.769
4312,1793.84,1057.3,248.028
4313,1777.82,1035.57,243.551
4314,1779.96,1033.96,243.765
4315,1764.86,1014.03,239.694
4316,1767.11,1012.34,239.927
4317,1751.9,992.499,235.932
4318,1754.25,990.729,236.214
4319,1738.95,970.976,232.264
4320,1741.38,969.131,232.61
4321,1725.99,949.447,228.698
4322,1728.51,947.525,229.111
4323,1713.03,927.915,225.242
4324,1715.65,925.915,225.694
4325,1700.07,906.38,221.903
4326,1702.8,904.301,222.332
4327,1687.11,884.843,218.687
4328,1689.97,882.684,219.041
4329,1674.14,863.294,215.605
4330,1677.12,861.052,215.94
4331,1661.18,841.76,212.708
4332,1664.26,839.437,213.077
4333,1658.09,829.062,211.804
4334,1783.68,1127.52,255.33
4335,1785.48,1126.17,255.082
4336,1780.11,1130.21,255.94
4337,1781.89,1128.86,255.627
4338,1623.73,838.646,208.534
4339,1626.73,836.392,208.557
4340,1646.16,853.053,211.563
4341,1649.13,850.822,211.702
4342,1643.22,855.272,211.47
4343,1640.29,857.477,211.42
4344,1637.37,859.669,211.41
4345,1580.27,840.06,207.701
4346,1583.17,837.876,207.33
4347,1574.51,844.395,208.564
4348,1577.38,842.233,208.11
4349,1684.24,887.001,218.404
4350,1762.52,1015.8,239.485
4351,1775.57,1037.27,243.351
4352,1789.66,1060.46,247.574
4353,1620.75,840.887,208.554
4354,1617.79,843.116,208.615
4355,1614.85,845.33,208.714
4356,1609.01,849.721,209.029
4357,1611.92,847.532,208.854
4358,1606.12,851.897,209.242
4359,1603.24,854.061,209.493
4360,1600.38,856.212,209.781
4361,1597.54,858.35,210.108
4362,1594.72,860.476,210.473
4363,1591.91,862.591,210.883
4364,1589.11,864.695,211.335
4365,1659.55,874.265,214.564
4366,1662.44,872.098,214.685
4367,1656.69,876.42,214.483
4368,1653.84,878.563,214.442
4369,1651.01,880.691,214.438
4370,1769.23,1107.11,251.835
4371,1771.11,1105.69,251.587
4372,1765.51,1109.91,252.454
4373,1767.36,1108.51,252.15
4374,1790.94,1122.06,254.535
4375,1789.11,1123.44,254.685
4376,1794.63,1119.28,254.333
4377,1796.5,1117.88,254.277
4378,1798.37,1116.47,254.251
4379,1800.26,1115.05,254.254
4380,1802.15,1113.62,254.285
4381,1811.8,1106.35,254.882
4382,1813.77,1104.88,255.002
4383,1815.75,1103.39,255.271
4384,1787.29,1124.81,254.867
4385,1792.78,1120.67,254.418
4386,1804.06,1112.19,254.343
4387,1805.98,1110.74,254.426
4388,1807.91,1109.29,254.535
4389,1809.85,1107.83,254.67
4390,1802.71,1081.93,251.444
4391,1655.12,846.318,212.111
4392,1658.14,844.046,212.387
4393,1652.11,848.573,211.909
4394,1671.19,865.516,215.308
4395,1672.94,895.477,217.7
4396,1675.74,893.373,217.814
4397,1670.16,897.568,217.626
4398,1749.47,994.326,235.718
4399,1665.33,869.912,214.893
4400,1788.51,1092.6,250.672
4401,1786.53,1094.09,250.662
4402,1796.55,1086.55,250.973
4403,1794.52,1088.08,250.86
4404,1798.58,1085.01,251.184
4405,1790.5,1091.1,250.708
4406,1792.51,1089.59,250.772
4407,1800.64,1083.48,251.266
4408,1697.29,908.472,221.634
4409,1686.33,916.688,220.96
4410,1689.05,914.648,221.069
4411,1683.64,918.716,220.89
4412,1603.71,884.992,214.232
4413,1618.32,905.291,217.246
4414,1662.12,966.188,226.91
4415,1705.93,1027.09,237.464
4416,1720.53,1047.39,241.151
4417,1750.91,1089.61,248.852
