"ID","10..Simcenter NASTRAN Case 5, 8065..Plate Mid X Normal Strain","10..Simcenter NASTRAN Case 5, 8066..Plate Mid Y Normal Strain","10..Simcenter NASTRAN Case 5, 8068..Plate Mid XY Shear Strain"
2092,0.000421411,-0.00148626,-0.000271981
2093,0.000461156,-0.00184588,0.00125976
2094,0.000636136,-0.00240123,0.000185108
2095,0.000643061,-0.00245797,0.000420577
2096,0.000637028,-0.00245818,0.000514901
2097,0.000632924,-0.00245573,0.000597992
2098,0.000645407,-0.00244316,0.000305469
2099,-0.00160665,0.000387727,-0.00149277
2100,-0.00178172,0.000404488,-0.0014728
2101,-0.0014858,0.000391795,-0.00130982
2102,-0.00161123,0.000415903,-0.00125793
2103,-0.00167443,0.000417157,-0.00124203
2104,-0.00154995,0.000398205,-0.0012747
2105,-0.00171289,0.00042943,-0.0012439
2106,-0.0024722,0.000619241,-0.00082931
2107,-0.00151987,0.000435243,-0.0000126827
2108,-0.0016378,0.000457174,-0.0000446126
2109,-0.00175268,0.000470098,-0.0000806325
2110,-0.00186773,0.000479614,-0.000112549
2111,-0.00149939,0.00042813,0.0000900066
2112,-0.00161481,0.000450369,0.0000555879
2113,-0.00172701,0.000463146,0.0000191718
2114,-0.00184057,0.000472408,-0.0000118345
2115,-0.00158572,0.000441608,0.00015903
2116,-0.00169487,0.000453279,0.000120001
2117,-0.00180435,0.000463199,0.0000892364
2118,-0.00147463,0.000419955,0.000195598
2119,-0.00175934,0.000451999,0.000184816
2120,0.00043853,-0.0015933,-0.000237932
2121,-0.00180364,0.000456481,0.000208182
2122,-0.001939,0.000484069,0.000198975
2123,-0.00161668,0.00047657,0.000060727
2124,-0.00174575,0.000458327,0.0000333011
2125,-0.00180356,0.000484502,0.0000357193
2126,0.000490747,-0.00186732,-0.0000609952
2127,-0.00223539,0.000608059,0.0000889715
2128,-0.00188356,0.000488421,0.000184903
